	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105
STAT2	263.61768	21.225	149.87	4.9525	125.835	54.409584	34.035	70.68	62.845345	51.47625	15.769	23.670322	12.53	22.3	24.38	34.042778	37.542187	36.13231	3.6425	93.4121	23.5525	34.982365	24.48	33.745	44.709373	5.8625	42.733334	21.242	26.24	33.635	18.7975	18.005	86.87312	22.545	20.368668	54.075	25.381176	25.606667	32.258335	23.21	2.8675	10.9275	10.875	9.92	32.34375	21.01875	24.58	45.35861	9.6	19.01	6.5475	13.77875	8.582	13.72375	41.32	15.769	23.670322	20.198572	16.629333	16.966429	36.13231	62.875385	80.87572	6.81	105.472145	12.71	48.156113	26.70875	69.973335	72.17	40.813847	34.33	41.201	20.3125	18.12375	39.241333	19.555714	20.967142	28.27875	22.245	14.982	9.035	17.198334	35.66	16.287777	3.205	58.08	35.481	56.99269	29.644411	10.58375	28.78625	1.4875	33.038	18.12	82.10286	20.294374	10.295	6.24375	35.6275	20.675	68.61	29.481667	14.743333	4.43
STAT3	425.12616	27.715	64.8025	30.5275	55.7325	39.966667	31.775	78.795	48.681725	48.59875	27.197	45.830647	21.53	37.745	28.536667	43.796112	38.153595	26.72923	8.6525	32.78105	33.815	61.833363	5.575	42.89	25.306875	22.5625	8.921667	165.156	0.084	30.085	49.7225	19.095	38.400623	47.965	38.097	81.652	33.844707	16.116667	42.115	16.995	3.0425	32.055	12.763333	6.555	25.015	20.605	68.51	29.833607	37.1125	35.47	22.01125	41.585	44.103	41.3	21.8	27.197	45.830647	22.749287	63.500668	57.212856	26.72923	46.72154	106.57429	9.27	61.645714	42.19	62.48722	39.0725	132.08333	94.07	69.00077	73.95	49.437	19.265	30.76625	55.468666	21.019285	13.259286	24.985	41.8825	82.603	33.2725	36.491665	56.67625	20.314444	1.69	74.94	25.988	43.933846	26.918823	10.15125	38.47875	0.7125	37.814	34.263332	71.641426	32.5475	8.87625	7.15625	23.19125	32.881	106.9	46.248333	19.432222	8.595
STAT4	179.53479	0.24	0.8675	0.2675	1.1175	1.9241667	0.145	0.44	7.4939656	0.9025	0.239	0.36161292	0.275	0.15	0.8066667	0.2188889	0.12109375	0.21307692	0.0975	0.4163158	0.895	0.017	0.035	0.46	1.4975	0.6675	0.0	0.016	0.364	0.205	0.07	1.48	0.22625	0.295	0.6306667	2.926	0.6061765	3.3766668	0.94166666	0.08	0.05	1.7975	0.19666667	0.58	10.87125	1.36375	0.795	10.533032	3.995	0.4775	0.13625	0.35125	0.155	0.5725	2.03	0.239	0.36161292	12.235	1.9566667	1.2885715	0.21307692	4.5153847	3.0821428	0.28	5.345	0.3	1.2061111	0.64	1.96	1.98	3.573077	1.2466667	0.8485	0.5175	1.2875	0.88533336	1.0657142	2.8492856	5.1225	0.82	0.2	5.575	6.11	0.9825	0.8372222	0.045	1.8727273	2.368	6.046154	1.5194118	0.455	0.16125	0.0925	23.236	0.56	4.759286	0.74125	0.08375	0.1975	2.62125	0.699	2.76	0.635	0.29	0.36
STAT5A	241.31863	0.095	3.71	7.0375	9.53	21.676666	1.23	1.45	36.028103	3.695	3.167	3.298387	3.1475	2.425	0.21333334	19.90611	2.0407813	0.26653847	0.6	1.8347368	36.625	145.38582	30.525	0.56	0.69875	4.43	2.1	25.856	0.038	3.2	2.4825	1.65	1.84125	2.275	2.7163334	56.893	16.064117	2.3316667	8.723333	9.925	1.2775	2.725	10.105	0.34166667	4.59375	8.0825	8.685	3.3670492	5.5925	3.8825	7.65875	3.04875	19.552	14.3375	0.85	3.167	3.298387	2.762143	6.6906667	6.317143	0.26653847	5.477692	13.769286	0.65	9.095715	6.08	3.4527779	13.89125	17.27	18.04	13.512308	12.796667	13.4395	7.3925	17.9275	14.454667	4.2814283	14.383572	6.33375	7.455	9.204	8.7625	6.9383335	2.31	6.6927776	0.63	8.693636	2.117	17.074615	4.8961763	19.155	10.51	0.025	7.49	7.585	62.085	5.761875	5.605	2.885	5.74375	8.318	14.52	10.528334	4.7388887	1.565
STAT5B	289.6174	6.02	26.4575	12.735	27.4125	35.585	19.255	18.985	27.472069	6.06875	14.307	23.209677	10.035	20.34	2.88	53.605	20.30922	7.7934613	4.445	27.912106	41.135	61.785275	34.525	13.03	17.25	6.465	16.386667	56.09	0.038	8.675	12.955	10.3775	25.215	32.155	20.911667	27.577	20.10647	4.2083335	17.575	7.58	1.215	13.0775	5.9583335	4.0933332	10.29125	34.8875	13.165	17.635738	11.84	9.765	9.18875	4.73625	30.902	17.13375	17.25	14.307	23.209677	10.687143	11.277333	11.372857	7.7934613	26.777693	40.33214	3.01	38.21	11.18	7.285	16.0775	21.43	23.0	17.17154	17.713333	24.27	17.295	10.995	39.912666	7.8292856	102.233574	21.415	13.7725	32.877	10.495	12.653334	7.80875	10.116111	0.975	27.071363	12.361	25.935	15.006764	6.8775	15.525	0.435	32.332	11.608334	58.660713	9.091875	4.665	4.42625	12.02375	7.321	24.53	20.966667	12.484445	3.045
STAT6	344.86	47.955	70.12	0.82	117.14	154.49916	20.4	94.785	90.964134	31.66375	11.218	23.60871	12.8475	19.93	38.983334	110.18667	28.54	34.28192	4.6175	96.73842	76.315	25.649	34.9375	46.145	30.660625	20.015	39.015	48.314	7.688	50.28	6.98	11.255	0.29125	31.22	15.085667	66.888	43.784412	24.323334	77.30334	17.64	2.2675	2.875	7.765	1.7683333	25.18	24.74125	66.895	14.636886	12.75	80.965	15.63	20.64375	4.588	24.58125	6.06	11.218	23.60871	12.5671425	17.022	18.194286	34.28192	75.14231	92.04429	3.38	106.95857	16.82	24.513334	43.0	90.46333	91.05	63.19154	92.72	31.5325	14.3475	13.99375	59.461334	29.379286	16.534286	26.2725	34.4725	8.721	12.7575	28.155	26.97625	38.615	1.055	92.307724	10.811	83.002304	53.915	6.7025	47.335	0.13	30.102	18.703333	141.36072	15.57125	8.18	11.09125	20.285	26.964	79.56	52.323334	13.503333	5.945
T	108.06082	0.0	0.0	0.4775	0.0	0.006666667	0.01	0.0	0.9727586	0.0	0.109	0.19903226	0.1775	0.18	0.0	0.012222222	0.0	0.0	1.5275	0.0	0.0	0.0	3.195	0.0	0.00125	0.0	1.0133333	0.0	0.0	0.0	0.055	0.0	0.0	0.255	26.517666	0.014	0.00058823527	0.026666667	0.008333334	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.01	0.008934426	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.109	0.19903226	0.0	0.008666666	0.0035714286	0.0	0.02153846	0.035714287	0.01	0.0014285714	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24133334	0.0	0.0	0.00125	0.02	0.008	0.0	0.0	0.0	0.0011111111	0.0	0.028181817	0.012	0.014230769	0.00058823527	0.0	0.0	0.0	0.268	0.0	0.012857143	0.086875	0.0	0.0	0.015	0.004	0.0	0.0	0.0044444446	0.0
TAL1	234.2563	0.05	0.0	0.04	0.0	0.24041666	5.975	0.01	0.008275862	0.0	0.035	0.045483872	0.105	0.02	0.01	0.0044444446	0.0265625	0.00076923077	0.02	0.002631579	120.97	28.317818	0.0	0.0	0.000625	0.0	0.0016666667	0.034	0.004	0.0	1.625	0.0	0.0025	0.025	0.14966667	4.607	1.3667647	0.16833334	1.1133333	1.31	0.085	0.3025	0.22333333	0.32166666	0.33	2.03875	0.42	1.5517213	0.0875	0.6325	0.45125	0.22875	0.347	0.745	1.0	0.035	0.045483872	1.5985714	1.1273333	1.56	0.00076923077	3.1307693	2.1285715	0.98	6.614286	1.55	10.176111	0.80625	3.16	5.2	3.66	0.78	2.027	1.81	0.75125	1.2166667	0.6628571	0.95	1.1725	0.27	0.825	0.94	1.3783333	0.63125	0.51666665	0.17	1.0863637	2.366	10.123077	1.0832353	0.445	0.2475	0.06	1.204	0.25666666	2.0492857	1.22875	0.27875	0.125	0.18875	1.439	6.32	1.4783334	1.0955555	0.29
TAL2	27.114109	0.0	0.04	0.465	0.11	0.23708333	0.525	0.0	0.16465518	0.0	0.203	0.29612902	0.0	0.36	0.10333333	0.09777778	0.0325	0.016153846	0.11	0.094736844	0.0	0.61863637	3.1025	0.035	0.304375	0.0	0.015	0.0	0.0	0.045	0.0	0.015	0.15125	0.275	0.309	0.04	0.05529412	0.36833334	0.033333335	0.0	0.0	0.8325	0.0	0.15166667	0.03625	0.0475	0.055	0.18754098	0.0725	0.055	0.01	0.0	0.036	0.0	0.69	0.203	0.29612902	0.05	0.045333333	0.045714285	0.016153846	1.3476923	0.6614286	0.08	0.4342857	0.0	0.05111111	0.0	0.09	0.07	0.10769231	0.10666667	11.2035	4.835	0.06	0.13866666	0.047142856	0.01	0.0225	0.0	0.763	0.0	0.05	0.0625	0.025555555	0.355	0.28954545	0.505	0.053846154	0.10058823	0.015	0.025	0.2375	0.256	0.0	0.24285714	0.0075	0.0425	0.0	0.01625	0.008	0.0	0.093333334	0.027777778	0.0
TBP	99.53205	10.475	10.745	22.9225	15.355	15.994166	9.685	5.75	16.382242	9.835	14.802	15.960968	6.2025	10.695	13.076667	14.709444	15.886719	5.273077	3.115	21.626842	30.0375	23.555908	5.7925	7.6	18.841875	7.97	10.848333	19.286	3.194	4.675	16.0075	7.6375	26.178125	25.685	19.562	6.697	5.5308824	7.995	4.1183333	0.965	0.315	10.735	1.055	3.9166667	8.42375	10.74625	4.915	4.6684427	5.7225	4.6175	1.73375	3.13	4.308	2.775	17.03	14.802	15.960968	4.5335712	3.544	3.2671428	5.273077	13.323077	14.530714	1.7	15.113571	3.13	3.22	4.35625	5.26	4.29	6.830769	4.9266667	9.8695	6.37	1.84375	8.536667	4.176429	6.222857	8.2975	5.4075	7.475	3.05	3.4316666	1.895	2.9544444	0.3175	10.925454	7.459	8.245384	6.4085293	0.84125	5.23625	0.2825	35.364	1.85	15.205714	2.726875	0.6775	0.735	8.815	1.938	4.41	4.556667	1.8866667	0.625
TBR1	394.55905	0.14	0.0	0.035	0.0	0.035416666	0.04	0.085	0.013965517	0.0225	0.003	0.0067741936	0.05	0.055	0.07333333	0.007777778	0.0134375	0.0088461535	0.015	0.052105263	0.015	0.019454546	0.02	0.08	0.118125	0.0	0.02	0.006	0.004	0.005	0.075	0.005	0.036875	0.015	0.175	0.012	0.015	0.42166665	0.0016666667	0.0	0.0	9.35	0.016666668	0.45333335	0.005	0.015	0.0	28.760082	0.01	0.005	0.0	0.0	0.0	0.0	0.13	0.003	0.0067741936	0.02	0.032	0.0014285714	0.0088461535	0.0076923077	0.011428571	1.17	0.023571428	0.0	0.0022222223	0.005	0.0033333334	0.0	0.0076923077	0.0033333334	0.046	0.185	0.0275	0.097333334	0.0	0.0057142857	0.0175	0.04	0.02	0.0	0.005	0.02125	0.0	0.0	0.0036363637	0.058	0.0038461538	0.004411765	0.0	0.0	2.1225	0.578	0.0	0.037142858	0.005	0.0	0.0	0.01625	0.001	0.0	0.01	0.012222222	0.0
TBX1	146.92096	1.91	0.0	0.0	0.0075	0.013333334	2.07	0.07	0.01	1.0975	0.106	0.052258063	1.7925	1.08	0.8833333	0.022777777	0.02078125	0.14615385	0.545	0.057894737	8.7625	10.725454	0.0	0.0	0.164375	5.715	0.02	76.04	4.326	0.64	5.245	0.16	0.210625	0.035	1.4376667	0.538	0.2632353	0.345	1.4716667	0.0	0.02	0.1525	0.18	0.49166667	1.52125	0.57375	0.53	0.29286885	0.01	0.82	0.17125	0.10625	11.153	0.24	0.13	0.106	0.052258063	0.10142857	0.32066667	0.3942857	0.14615385	0.44923076	1.8735714	0.05	6.535714	2.91	0.04888889	1.965	2.5333333	4.58	1.6007693	0.94	14.6745	5.875	0.1425	2.5593333	0.13214286	0.2557143	1.3775	3.13	41.393	0.045	0.31333333	0.0675	0.44055554	0.11	0.7672727	0.18	0.5569231	0.92882353	0.13875	1.13875	0.0	7.528	0.49333334	0.7885714	1.91875	0.09875	0.04	1.26	0.923	5.33	0.49666667	0.7122222	0.285
TBX15	156.44781	0.145	0.005	0.085	12.81	0.09041667	0.035	0.05	1.5893103	17.68375	0.026	0.088387094	5.1625	0.02	0.016666668	0.16666667	0.816875	2.795	0.7325	0.002631579	0.0	2.8586364	0.0	0.05	0.024375	2.73	0.033333335	1.178	0.074	0.015	27.405	8.395	0.01125	0.005	0.091	1.308	0.074117646	0.09166667	0.54	0.17	0.0	5.0225	1.7266667	0.26666668	0.0325	0.08375	0.025	0.43	0.03	0.015	0.0825	0.01125	63.705	0.12125	0.45	0.026	0.088387094	0.16571428	0.294	0.23428571	2.795	0.13692307	0.5592857	0.09	0.19642857	0.23	2.8166666	2.565	0.17	0.05	0.08230769	0.01	37.412	28.64	0.32375	0.118	0.025	0.06714286	0.03875	0.1275	56.45	0.725	0.855	6.8925	0.007777778	1.6475	0.052272726	2.207	0.031153847	0.023529412	4.34125	1.06125	0.025	0.542	0.315	0.19285715	0.710625	1.92875	0.00625	0.03375	0.063	0.22	0.5733333	0.026666667	0.04
TBX18	366.9771	7.075	0.45	0.115	25.7575	0.00041666668	0.0	20.325	0.9396552	2.78125	0.003	0.013548387	0.0	0.005	6.91	0.0033333334	0.0025	7.850769	0.015	0.5836842	0.0	13.727364	0.0	0.17	0.003125	8.93	0.0	4.598	0.0	0.04	11.715	9.4725	14.8875	0.01	2.6743333	2.813	0.8317647	13.736667	17.633333	7.62	0.0425	0.6075	0.8066667	1.4483334	0.795	1.1125	0.115	1.252459	0.045	0.5175	1.39875	0.385	0.401	3.03625	0.7	0.003	0.013548387	4.5985713	1.3866667	1.3985714	7.850769	3.9276924	1.2592857	0.04	0.25857142	1.26	0.105	1.53	0.15	0.5	0.11692308	0.35	12.376	3.605	0.45875	2.4673333	0.13928571	0.23142858	0.56375	0.3	0.36	2.7775	3.06	0.12375	0.12444445	1.2725	0.32090908	4.827	0.039230768	0.49	1.57625	0.585	0.175	2.019	6.616667	2.0435715	0.70875	2.02875	0.075	0.2575	0.034	0.35	7.04	1.1588889	0.4
TBX19	150.6211	1.035	0.92	1.305	2.17	1.5366666	1.32	1.415	2.0584483	0.57375	0.368	0.7080645	0.67	0.195	1.7166667	0.49555555	0.4334375	0.18615384	0.1175	1.0773684	0.2025	1.2267272	0.705	0.835	1.644375	0.17	0.15166667	1.356	0.182	0.755	0.42	0.35	3.375625	0.995	0.44933334	0.85	0.37264705	1.515	1.4466667	0.06	0.045	1.0925	0.26166666	0.27666667	0.56625	0.53	0.59	0.3787705	1.4125	0.93	0.1525	0.185	0.092	0.2125	1.4	0.368	0.7080645	0.20571429	0.146	0.155	0.18615384	1.7	1.6814286	0.33	3.57	0.12	0.27277777	1.21875	0.7733333	1.06	1.1046153	0.68333334	0.939	0.535	0.1175	1.356	0.55714285	0.23571429	0.54625	0.54	0.168	0.12	0.25166667	0.16625	0.6994445	0.02	1.1263636	0.513	1.4546154	0.8452941	0.1525	0.795	0.005	1.087	0.9316667	1.8914286	0.24375	0.20625	0.115	0.35625	0.264	1.2	0.5683333	0.46333334	0.16
TBX2	252.30124	0.1	16.265	76.7425	4.945	0.00083333335	4.43	0.06	0.005689655	1.20125	0.012	0.0087096775	0.0	0.005	0.22666667	2.2083333	6.5521874	20.38923	0.095	71.86158	0.05	0.0044545457	0.01	1.195	175.20187	1.62	0.0033333334	26.398	1.858	0.22	19.165	2.3075	71.76437	0.055	5.3393335	7.262	2.227059	1.2933333	19.358334	9.445	0.2	1.665	0.31666666	0.30166668	2.54125	21.61	2.005	1.9177049	1.3525	3.9575	3.78375	0.935	2.146	4.89625	1.34	0.012	0.0087096775	4.3692856	5.1046667	5.557857	20.38923	56.034615	15.037857	0.73	120.406425	3.0	0.7872222	1.69	37.626667	28.19	27.336153	2.87	8.113	4.08	0.84	8.0	2.6057143	8.685	11.79875	4.0225	3.579	1.49	3.42	0.86125	1.765	0.17	8.037272	3.365	10.346923	8.224706	0.35875	0.69625	0.015	20.514	4.0583334	3.5892856	1.855	1.2725	0.39125	1.18375	10.81	42.15	16.868334	3.4266667	0.4
TBX20	78.69822	0.835	0.02	6.2375	0.01	0.0	1.0	1.405	0.00051724137	0.0	0.061	0.07870968	0.14	0.0	0.0	2.9466667	0.0003125	0.0	0.06	0.08157895	0.0	0.008272727	0.0	0.0	0.028125	0.4	1.8766667	0.006	0.156	0.605	1.06	1.48	0.846875	0.045	4.2683334	0.002	0.9220588	1.82	0.055	0.0	0.005	0.1575	0.013333334	0.0	2.49375	3.6475	0.07	0.0012295082	0.0025	0.015	0.015	0.005	0.023	0.105	0.0	0.061	0.07870968	66.26857	34.255333	38.405716	0.0	0.018461538	0.0057142857	0.0	0.03142857	30.5	0.21666667	0.005	0.07666667	0.22	0.033076923	0.093333334	0.2635	0.01	0.015	0.123333335	0.0035714286	12.053572	2.0575	0.105	0.006	35.7975	55.15167	0.26125	0.0044444446	0.065	0.0063636363	0.006	0.011538462	0.009411764	0.0	0.0	0.0	0.373	0.123333335	0.052857142	0.02125	0.005	0.005	0.98375	0.083	0.06	7.0466666	0.022222223	0.02
TBX21	107.513565	0.01	0.0	0.0	0.0	0.87583333	0.01	0.0	3.909655	0.0	0.012	0.017096775	0.0	0.02	0.033333335	0.0	0.00375	0.0	0.0	0.0015789474	1.38	0.0033636363	0.0	0.0	0.01	0.0	0.0	0.008	0.008	0.01	0.0	0.035	0.00375	0.03	0.027333334	0.618	0.08705882	0.09166667	0.075	0.0	0.02	0.025	0.06333333	0.018333333	0.15	0.06375	0.175	0.038442623	0.0075	0.135	0.085	0.4	0.357	0.0875	0.04	0.012	0.017096775	0.04	0.15333334	0.12571429	0.0	0.11153846	0.22928572	0.01	0.33714285	0.09	0.07833333	0.2125	0.82	1.22	0.64692307	0.36666667	0.1795	0.0775	0.195	0.15333334	0.08357143	0.07071429	0.14	0.07	0.063	0.09	0.085	0.07875	0.16611111	0.0	0.11363637	0.104	2.6946154	0.07058824	0.15375	0.03	0.015	0.382	0.14	1.3185714	0.169375	0.08375	0.205	0.0175	0.35	1.35	0.083333336	0.022222223	0.12
TBX3	275.7796	0.555	39.1625	34.8175	58.0625	1.83	22.035	0.765	0.015862068	12.84375	0.095	0.16483872	0.175	0.025	2.8266666	105.78667	26.621876	44.387306	0.325	52.050526	0.025	0.22045454	0.0	3.035	5.461875	2.645	0.0	2.38	21.89	0.0	0.0	11.7225	12.910625	0.11	2.8683333	9.914	100.58941	2.1616666	0.99666667	2.0	0.19	3.95	3.895	0.27666667	9.7625	59.97125	2.325	1.4091803	1.5175	1.51	0.97625	0.52	3.773	1.74875	0.26	0.095	0.16483872	4.84	6.056	5.6928573	44.387306	39.533077	43.955715	0.2	63.147144	9.91	9.887222	10.97125	10.273334	17.24	18.965385	3.8333333	23.179	12.795	2.12125	19.111334	1.3978572	115.97	32.515	43.2825	10.338	2.97	4.675	8.58	1.4322222	0.705	36.945	2.76	5.9853845	8.837941	1.19625	7.1225	0.035	7.963	0.34333333	2.9664285	28.300625	0.5825	0.38875	30.84625	5.657	12.41	22.835	8.257778	2.435
TBX4	164.38766	0.005	0.0725	0.99	2.6525	0.004583333	1.085	0.0	0.005172414	0.0	0.0	0.032580644	0.0	0.0	0.24	0.0011111111	0.5889062	0.04076923	0.04	0.04842105	0.075	0.0046363636	0.0	0.0	1.13	0.29	0.0	0.098	0.084	0.195	0.175	0.01	0.275	0.03	0.111666664	0.092	0.015294118	0.19333333	0.026666667	0.0	0.0	0.01	0.018333333	0.0033333334	0.9875	11.6825	0.02	0.008688524	0.0025	0.005	0.0	0.0	0.053	0.0175	0.0	0.0	0.032580644	0.015714286	0.034666665	0.0057142857	0.04076923	0.17230769	5.605	0.0	104.48857	0.0	0.0	0.06	9.683333	7.55	8.676923	0.006666667	17.4065	2.4275	0.0	0.15266667	0.0007142857	1.1685715	5.47875	0.8575	0.014	0.0	0.031666666	0.0	0.0027777778	0.19	5.3140907	0.016	0.005	0.025	0.08875	0.0725	0.0	0.89	0.006666667	0.105	0.006875	0.0	0.03	0.4875	2.471	9.87	4.235	0.006666667	0.0
TBX5	179.30548	0.755	12.4975	0.0375	24.4825	0.0	0.0	0.0	0.0046551726	11.4925	0.046	0.018387096	0.0	0.0	0.05	0.0	0.0003125	8.688847	0.02	14.323158	0.0	0.00027272728	0.0	0.0	0.0875	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.01	2.7246666	1.066	0.017058823	0.75666666	0.07833333	0.0	0.0	0.0	0.285	0.0	1.10125	12.64375	0.03	0.05639344	0.0	0.645	2.83625	0.3075	0.0	6.5675	0.0	0.046	0.018387096	14.211429	14.922667	17.682142	8.688847	0.016153846	0.060714286	0.08	34.833572	27.31	0.0033333334	0.24875	5.5066667	5.32	7.395385	0.013333334	1.257	0.2925	0.0	0.2	0.005	1.6292857	7.08625	0.5725	0.026	76.895	63.786667	0.00125	0.0011111111	0.045	0.0018181818	0.016	0.013461539	0.037058823	0.1525	0.3175	0.0	0.239	0.05	0.13928571	0.2825	0.0	0.0	0.40375	2.047	7.72	3.8116667	0.006666667	0.0
TCF12	423.9978	157.475	346.035	88.505	108.95	46.7375	29.035	50.34	33.389484	22.62625	29.053	56.197098	20.32	35.45	28.046667	57.68667	28.220938	48.634617	15.1025	41.000526	90.115	31.537363	65.16	63.235	15.860625	20.315	52.008335	43.226	19.812	27.27	75.69	20.7575	37.505	84.33	33.789665	11.363	17.714413	18.72	17.165	13.555	1.275	78.66	9.731667	34.948334	25.50875	25.54625	28.285	33.523933	10.9325	5.875	16.71375	9.9925	16.868	24.255	198.25	29.053	56.197098	22.268572	14.686	14.329286	48.634617	71.33077	51.922142	3.25	87.56571	18.95	8.682222	26.83625	32.883335	31.49	31.07846	34.836666	74.1305	37.2025	11.56625	35.714	7.4428573	20.650715	21.9325	21.35	14.266	9.815	14.343333	10.4775	7.657778	5.3725	35.267727	40.662	24.64	22.514412	8.785	25.6375	2.805	41.597	10.638333	143.54929	17.251875	7.165	11.37	25.01875	13.823	35.42	33.8	20.573334	5.635
TCF15	63.904793	0.1	0.0	0.38	0.0075	0.00041666668	0.0	0.0	0.025172414	0.0	2.364	4.0380645	1.3175	1.07	0.0033333334	0.0	0.0	0.0	0.4075	0.018947368	0.0	2.640818	0.0	0.0	0.00875	0.085	0.0	0.0	0.144	0.0	0.0	0.0	0.749375	1.665	3.8526666	6.248	0.28264707	0.20833333	0.086666666	0.78	0.005	0.18	0.06	0.215	0.285	1.2925	0.075	0.1917213	0.065	0.2525	0.42375	0.005	1.689	1.01625	0.92	2.364	4.0380645	2.9092858	4.286	5.4628572	0.0	1.0592308	0.67142856	0.27	1.3	4.04	0.015555556	0.08	0.17666666	0.22	0.19153847	0.10333333	4.3275	5.0925	0.425	0.53	0.20285714	0.46	0.75125	0.12	3.258	1.7525	2.9933333	0.03	0.17555556	0.0625	0.30545455	0.656	0.07692308	0.35382354	0.12	0.09875	0.01	1.208	0.028333334	0.535	0.061875	0.07625	0.00375	0.03375	0.092	0.15	0.21333334	0.093333334	0.0
TCF21	187.0826	0.0	25.3975	0.0	0.1	0.00041666668	0.0	0.0	0.0010344827	1.69125	0.058	0.04	0.005	0.0	0.04	0.027777778	0.00046875	0.0065384614	0.03	7.426316	0.0	0.00027272728	0.0	0.005	0.00125	9.195	0.0	0.002	0.002	0.0	0.0	0.015	0.0	0.06	0.713	1.601	1.2897059	1.2666667	0.11333334	0.03	0.065	0.0	0.023333333	0.0	1.445	21.1725	1.855	0.0006557377	0.255	1.1125	3.85125	0.9525	0.076	5.92625	0.0	0.058	0.04	7.7214284	1.8033333	2.1257143	0.0065384614	90.21923	16.627142	0.0	116.27143	1.92	0.32833335	0.03	17.23	15.75	15.926923	3.0566666	0.51	0.07	0.97625	15.148666	0.3342857	3.1907144	10.4525	1.4	0.048	3.1125	4.7633333	0.29375	1.7488889	0.005	11.610455	0.4	29.358076	12.373823	0.0175	0.0	0.0	6.918	0.016666668	0.22642857	0.04	0.0125	0.475	0.655	4.936	19.4	8.568334	0.7022222	0.515
TCF3	304.81616	160.035	39.98	90.0275	33.635	89.43042	67.195	44.13	83.30983	9.3975	108.736	202.0913	79.7575	138.76	111.0	96.818886	57.205467	31.159231	33.375	120.72053	227.565	66.720634	51.6525	37.7	95.3875	36.51	258.67834	161.048	34.014	39.695	40.4175	63.545	97.749374	215.325	171.53267	14.994	9.98	14.081667	9.791667	19.62	0.8525	50.1775	2.26	10.05	9.7025	11.145	35.22	7.451557	8.7175	17.42	5.18	9.4725	13.033	10.04875	50.67	108.736	202.0913	10.0578575	10.586667	10.206429	31.159231	56.613075	59.09786	3.67	79.93072	6.7	8.1883335	23.00875	17.51	15.08	16.715385	20.283333	92.125	62.115	3.8225	38.778	9.903571	5.99	10.01	39.3425	17.756	6.1525	7.445	5.305	9.351111	1.2725	38.009544	27.0	39.46423	34.883823	1.27625	18.13125	0.495	73.76	5.403333	108.17857	7.656875	4.81	4.4	15.61875	6.55	14.91	15.91	6.6633334	1.065
TCF4	1011.2316	66.91	32.4725	73.09	54.215	82.04208	42.845	0.12	41.950863	25.52125	39.953	49.723225	11.645	42.28	0.05666667	0.023333333	0.0175	24.328846	8.275	18.948948	1.5725	9.969363	58.3225	2.37	0.415	11.9925	34.631668	0.846	2.864	0.185	16.0	15.1425	42.940624	67.105	37.254665	18.031	22.196764	4.87	27.755	17.155	1.1	22.0275	5.3616667	51.665	5.455	23.54375	7.455	77.591805	6.8175	2.6375	7.065	5.775	15.543	14.47125	180.98	39.953	49.723225	34.065716	22.678667	23.085	24.328846	31.69077	36.56286	24.18	89.75285	21.44	4.062222	23.73375	28.983334	37.8	35.091537	15.066667	73.401	36.0475	17.54125	31.398	3.2357142	8.272857	12.6725	10.3525	15.631	15.6	16.961666	3.54625	6.3333335	11.3825	22.632273	36.869	27.62346	19.647942	9.415	24.6925	13.9275	36.061	23.175	23.540714	20.919374	5.465	2.0025	3.49375	10.843	49.51	45.59833	31.402222	4.34
TCF7	423.10397	1.33	1.9425	1.715	0.6725	0.06791667	15.845	6.32	31.698277	1.09	3.068	5.3096776	0.84	8.085	8.276667	0.10388889	12.627969	0.8119231	1.8125	1.9673684	225.3825	3.8141818	0.0	0.15	0.433125	3.63	0.42	31.22	1.108	4.755	0.96	9.225	7.445	9.385	8.514667	3.384	1.7302941	3.3616667	0.47	1.145	0.27	2.29	0.295	1.5166667	4.65	9.92375	2.71	0.69762295	41.335	1.7075	0.15	0.96125	0.304	0.22375	0.87	3.068	5.3096776	0.98642856	0.83666664	0.8421429	0.8119231	7.4746156	9.162857	0.46	10.896428	1.08	0.99333334	1.4725	1.7	1.94	1.7430769	1.6466666	3.413	1.3975	0.3175	3.7026668	1.9928571	0.76857144	4.0775	1.75	0.809	0.39	1.35	0.85375	4.043889	0.015	5.6686363	2.524	10.6996155	3.2394118	0.17	1.21875	0.02	5.57	0.13666667	810.35	1.505625	0.30125	0.1875	33.355	0.691	2.41	1.13	0.41555557	0.07
